Date,Open,High,Low,Close,Adj Close,Volume
2021-06-15,153.869995,155.419998,152.690002,154.619995,151.279938,864500
2021-06-16,153.899994,155.190002,152.679993,152.789993,149.489456,1156200
2021-06-17,153.240005,153.570007,148.600006,148.869995,145.654144,1108900
2021-06-18,146.839996,147.520004,144.440002,144.759995,141.632919,3109200
2021-06-21,146.369995,149.000000,145.809998,148.649994,145.438904,931100
2021-06-22,148.529999,149.190002,147.139999,148.300003,145.096451,727500
2021-06-23,148.839996,148.949997,147.830002,147.899994,144.705109,649600
2021-06-24,148.899994,150.500000,148.289993,149.970001,146.730392,1026900
2021-06-25,150.710007,151.960007,150.100006,151.720001,148.442581,1239700
2021-06-28,151.210007,151.350006,148.740005,149.449997,146.221603,873300
2021-06-29,150.289993,151.000000,148.899994,149.520004,146.290115,701400
2021-06-30,149.139999,150.169998,148.899994,149.710007,146.476013,996900
2021-07-01,150.000000,152.179993,149.250000,151.830002,148.550217,855900
2021-07-02,150.800003,151.610001,150.460007,151.229996,147.963165,662000
2021-07-06,151.169998,151.639999,148.369995,150.839996,147.581589,1006500
2021-07-07,150.070007,152.500000,149.500000,152.190002,148.902435,801000
2021-07-08,150.139999,151.039993,147.910004,148.520004,145.311722,1346500
2021-07-09,151.070007,153.380005,150.389999,153.330002,150.017807,988200
2021-07-12,154.149994,154.610001,152.720001,154.089996,150.761383,1076400
2021-07-13,153.570007,154.679993,152.679993,152.990005,149.685150,1066400
2021-07-14,153.350006,154.779999,152.809998,154.529999,151.191895,1436600
2021-07-15,152.710007,155.750000,152.449997,155.580002,152.219208,1358700
2021-07-16,156.070007,156.949997,154.779999,156.389999,153.011688,1387700
2021-07-19,153.929993,155.100006,149.720001,151.259995,147.992508,1947800
2021-07-20,151.309998,154.410004,148.039993,151.089996,147.826187,2367600
2021-07-21,152.360001,154.500000,151.559998,151.839996,148.559982,1307600
2021-07-22,148.000000,149.770004,147.199997,147.759995,144.568130,1540600
2021-07-23,148.929993,150.130005,146.759995,147.869995,144.675735,1181400
2021-07-26,147.979996,149.880005,147.789993,148.820007,145.605225,1320200
2021-07-27,148.119995,150.119995,147.550003,149.380005,146.153122,861300
2021-07-28,149.839996,150.250000,146.070007,146.820007,143.648438,1427800
2021-07-29,147.449997,149.000000,145.979996,148.880005,145.663940,1221700
2021-07-30,148.759995,150.550003,148.320007,148.919998,145.703064,984100
